step,loss
0,11.1134033203125
1,7.132085800170898
2,4.012870788574219
3,36.0167236328125
4,24.2044677734375
5,26.455078125
6,20.6685791015625
7,27.5283203125
8,21.50885009765625
9,4.9122314453125
10,8.48201847076416
11,3.808837413787842
12,8.899911880493164
13,8.652142524719238
14,3.5635316371917725
15,6.893402099609375
16,6.127050399780273
17,4.923583984375
18,4.4448394775390625
19,2.13494873046875
20,2.0114288330078125
21,1.949951171875
22,2.407745361328125
23,1.5159912109375
24,6.731402397155762
25,3.2044296264648438
26,4.803050994873047
27,5.274627685546875
28,2.7762451171875
29,5.0152130126953125
30,2.579620361328125
31,4.108551025390625
32,3.868255615234375
33,6.349365234375
34,1.6423149108886719
35,5.202238082885742
36,1.54669189453125
37,6.46185302734375
38,1.2036895751953125
39,1.492156982421875
40,1.2420654296875
41,1.4814453125
42,3.099506378173828
43,4.7874755859375
44,5.309574127197266
45,1.6868438720703125
46,2.1453781127929688
47,3.08148193359375
48,3.3328895568847656
49,2.7371826171875
50,2.27471923828125
51,3.1996421813964844
52,2.597991943359375
53,2.57806396484375
54,4.214580535888672
55,3.5824012756347656
56,6.238430023193359
57,3.6706466674804688
58,4.710197448730469
59,2.9067230224609375
60,3.5498733520507812
61,0.910888671875
62,4.35565185546875
63,4.719722747802734
64,2.167003631591797
65,1.9737205505371094
66,3.7718124389648438
67,3.2602691650390625
68,1.2766494750976562
69,1.5045166015625
70,1.5656356811523438
71,3.9177169799804688
72,3.622711181640625
73,5.317466735839844
74,3.068389892578125
75,6.45367431640625
76,1.9294891357421875
77,2.8223037719726562
78,1.311737060546875
79,0.8475265502929688
80,4.85711669921875
81,2.817279815673828
82,2.951894760131836
83,2.5832557678222656
84,5.453367233276367
85,1.0596847534179688
86,1.5508003234863281
87,2.1005859375
88,4.404327392578125
89,1.083099365234375
90,1.9316482543945312
91,1.4068145751953125
92,2.5340423583984375
93,2.6919097900390625
94,3.4820175170898438
95,6.285247802734375
96,2.244140625
97,1.8041229248046875
98,6.160301208496094
99,5.0840911865234375
100,1.2824630737304688
101,2.894184112548828
102,1.6238822937011719
103,0.6098289489746094
104,1.3268051147460938
105,2.1666526794433594
106,2.453876495361328
107,1.551025390625
108,1.6232891082763672
109,0.5829753875732422
110,2.1284561157226562
111,2.0172958374023438
112,6.07049560546875
113,1.935211181640625
114,2.33990478515625
115,3.9076614379882812
116,2.6385498046875
117,3.9417266845703125
118,2.087188720703125
119,3.135406494140625
120,3.41455078125
121,2.2973289489746094
122,3.6464080810546875
123,1.4052810668945312
124,0.600006103515625
125,5.67963981628418
126,3.4544477462768555
127,6.842742919921875
128,2.3925647735595703
129,2.6814651489257812
130,3.316925048828125
131,4.820037841796875
132,6.195037841796875
133,2.1667022705078125
134,5.387062072753906
135,1.3815345764160156
136,1.4716072082519531
137,2.519887924194336
138,3.1788883209228516
139,4.956596374511719
140,3.654022216796875
141,1.7361297607421875
142,2.3483810424804688
143,1.7004280090332031
144,2.1595535278320312
145,0.64605712890625
146,1.0794601440429688
147,2.1403236389160156
148,2.229206085205078
149,3.4716796875
150,3.1315536499023438
151,3.1563339233398438
152,3.2884521484375
153,0.9025955200195312
154,0.8674774169921875
155,2.6904144287109375
156,4.048305511474609
157,3.055718421936035
158,2.996180534362793
159,2.1611242294311523
160,3.25347900390625
161,1.7946586608886719
162,4.068458557128906
163,1.45806884765625
164,4.2074127197265625
165,4.471534729003906
166,3.3179588317871094
167,3.15625
168,3.4902725219726562
169,2.7586212158203125
170,3.4999923706054688
171,2.938079833984375
172,0.5755615234375
173,2.0198135375976562
174,1.1787986755371094
175,2.032512664794922
176,1.7835540771484375
177,1.6204299926757812
178,2.8943557739257812
179,4.579692840576172
180,0.6011581420898438
181,7.233245849609375
182,3.7090682983398438
183,1.4494476318359375
184,2.058147430419922
185,3.034748077392578
186,0.79302978515625
187,1.5850868225097656
188,2.1826953887939453
189,0.502166748046875
190,4.2438507080078125
191,2.8563690185546875
192,4.449333190917969
193,1.0401611328125
194,2.5916748046875
195,1.8848648071289062
196,5.068851470947266
197,1.7050399780273438
198,6.735166549682617
199,0.5814323425292969
200,1.2588768005371094
201,4.211669921875
202,0.4931640625
203,1.26312255859375
204,1.9409255981445312
205,2.9423751831054688
206,2.848846435546875
207,1.8715667724609375
208,1.0339775085449219
209,7.9362335205078125
210,2.3682479858398438
211,1.7879524230957031
212,1.24407958984375
213,0.6689834594726562
214,1.9735183715820312
215,1.6094589233398438
216,2.7777099609375
217,2.0335693359375
218,1.8849143981933594
219,3.063079833984375
220,1.0706634521484375
221,3.130584716796875
222,1.2679176330566406
223,0.7518539428710938
224,0.9654579162597656
225,3.7058658599853516
226,4.020160675048828
227,4.510618209838867
228,2.578065872192383
229,1.9994659423828125
230,0.9467849731445312
231,0.8559494018554688
232,3.0728759765625
233,3.6545753479003906
234,3.615123748779297
235,2.252063751220703
236,1.118560791015625
237,2.8727340698242188
238,2.560455322265625
239,0.967529296875
240,2.76373291015625
241,0.689727783203125
242,3.9878807067871094
243,1.2500762939453125
244,3.176746368408203
245,1.9695472717285156
246,0.5463180541992188
247,2.8335800170898438
248,3.9300308227539062
249,1.123687744140625
250,2.5000457763671875
251,3.8977737426757812
252,5.036094665527344
253,6.100738525390625
254,2.600006103515625
255,2.4392242431640625
256,2.445037841796875
257,1.8540763854980469
258,1.8763656616210938
259,2.6569042205810547
260,1.5930023193359375
261,4.9168548583984375
262,3.9106521606445312
263,0.8489055633544922
264,0.8064384460449219
265,5.282951354980469
266,1.9851341247558594
267,5.7763519287109375
268,0.8550567626953125
269,1.0300445556640625
270,0.9309310913085938
271,2.892791748046875
272,6.195487976074219
273,2.441011428833008
274,3.4674148559570312
275,3.0429115295410156
276,2.309520721435547
277,2.98455810546875
278,3.6409454345703125
279,3.296466827392578
280,5.745349884033203
281,0.7671279907226562
282,5.163974761962891
283,3.103363037109375
284,2.3465194702148438
285,0.8010101318359375
286,1.8536376953125
287,1.6527175903320312
288,0.6404037475585938
289,4.074607849121094
290,2.8751220703125
291,1.1809844970703125
292,2.9337730407714844
293,3.6357154846191406
294,0.79071044921875
295,1.6123733520507812
296,2.164337158203125
297,2.1856632232666016
298,3.6139373779296875
299,3.333059310913086
300,3.5030879974365234
301,7.875446319580078
302,3.210662841796875
303,4.817474365234375
304,3.1644973754882812
305,3.7071151733398438
306,3.9317092895507812
307,0.7196159362792969
308,0.5052833557128906
309,1.595855712890625
310,0.5883102416992188
311,2.079524040222168
312,2.30682373046875
313,1.0888118743896484
314,2.637971878051758
315,2.823902130126953
316,1.80908203125
317,2.781005859375
318,2.5951385498046875
319,2.2735366821289062
320,3.5009918212890625
321,3.203327178955078
322,2.8149452209472656
323,0.9082870483398438
324,3.644315719604492
